tb_log/PPO_57	 	 	hyp_g95_rollout_steps64
tb_log/PPO_99	 	 	10scenes_kinematic_1M_history3_y20_accn06
 
tb_log/PPO_100	 	 	10scenes_kinematic_1M_history3_y20_accn06
 
tb_log/PPO_101	 	 	10scenes_kinematic_15M_history3_yawwt20
 
tb_log/PPO_102	 	 	10scenes_kinematic_1M_history3_yawwt20_resnet
 
tb_log/PPO_103	 	 	10scenes_kinematic_1M_history3_yawwt20_simpler
 
/tmp/SB3-2021-08-02-16-50-47-675181 	 	 	 del 
 
/tmp/SB3-2021-08-02-16-51-38-879374 	 	 	 del 
 
/tmp/SB3-2021-08-02-16-53-16-009565 	 	 	 del 
 
/tmp/SB3-2021-08-02-16-53-46-240935 	 	 	 del 
 
/tmp/SB3-2021-08-02-16-54-26-986273 	 	 	 del 
 
/tmp/SB3-2021-08-02-16-55-01-553237 	 	 	 del 
 
/tmp/SB3-2021-08-02-16-55-57-704605 	 	 	 del 
 
/tmp/SB3-2021-08-02-16-56-33-069289 	 	 	 del 
 
/tmp/SB3-2021-08-02-16-57-03-220296 	 	 	 del 
 
/tmp/SB3-2021-08-02-16-58-00-028368 	 	 	 del 
 
/tmp/SB3-2021-08-02-16-58-55-113643 	 	 	 del 
 
tb_log/PPO_104 	 	 	 verify_eps32_resnet1_km 
 
tb_log/PPO_105 	 	 	 verify_eps32_resnet2_km 
 
/tmp/SB3-2021-08-02-17-24-05-019843 	 	 	 del 
 
/tmp/SB3-2021-08-02-17-24-59-908934 	 	 	 del 
 
/tmp/SB3-2021-08-02-17-53-44-897092 	 	 	 del 
 
/tmp/SB3-2021-08-02-18-00-17-867009 	 	 	 del 
 
/tmp/SB3-2021-08-02-18-05-07-929781 	 	 	 del 
 
/tmp/SB3-2021-08-02-18-08-13-057719 	 	 	 del 
 
/tmp/SB3-2021-08-02-18-08-56-095655 	 	 	 del 
 
/tmp/SB3-2021-08-02-18-11-06-613501 	 	 	 del 
 
/tmp/SB3-2021-08-02-18-12-10-291507 	 	 	 del 
 
tb_log/PPO_106 	 	 	 verify_eps32_resnet3_km 
 
/tmp/SB3-2021-08-03-07-41-41-448277 	 	 	 del 
 
/tmp/SB3-2021-08-03-07-42-52-779985 	 	 	 del 
 
/tmp/SB3-2021-08-03-08-01-52-228692 	 	 	 del 
 
/tmp/SB3-2021-08-03-08-04-15-353412 	 	 	 del 
 
/tmp/SB3-2021-08-03-08-17-42-283004 	 	 	 deldel 
 
/tmp/SB3-2021-08-03-08-26-35-924794 	 	 	 del 
 
/tmp/SB3-2021-08-03-08-27-14-217625 	 	 	 del 
 
/tmp/SB3-2021-08-03-08-43-46-528637 	 	 	 del 
 
/tmp/SB3-2021-08-03-09-37-33-913525 	 	 	 del_check 
 
/tmp/SB3-2021-08-03-10-26-52-888720 	 	 	 check 
 
/tmp/SB3-2021-08-03-10-27-45-403870 	 	 	 check 
 
/tmp/SB3-2021-08-03-10-28-56-334857 	 	 	 check 
 
/tmp/SB3-2021-08-03-10-30-01-785738 	 	 	 check 
 
/tmp/SB3-2021-08-03-10-30-42-679122 	 	 	 check 
 
/tmp/SB3-2021-08-03-10-31-25-138046 	 	 	 check 
 
tb_log/PPO_107 	 	 	 verify_eps32_resnet1_7x7_km 
 
tb_log/PPO_108 	 	 	 verify_eps32_resnet2_7x7_km 
 
tb_log/PPO_109 	 	 	 verify_eps32_resnet2_km_hist1 
 
/tmp/SB3-2021-08-03-12-44-00-322216 	 	 	 del 
 
/tmp/SB3-2021-08-03-14-06-46-384653 	 	 	 del 
 
tb_log/PPO_110 	 	 	 verify_eps32_simple_gn_km 
 
tb_log/PPO_111 	 	 	 verify_eps32_resnet2_km_hist1_g16 
 
/tmp/SB3-2021-08-03-15-40-35-625889 	 	 	 del 
 
/tmp/SB3-2021-08-03-15-50-52-040072 	 	 	 load_check 
 
/tmp/SB3-2021-08-03-15-53-11-707432 	 	 	 load_check 
 
/tmp/SB3-2021-08-03-15-57-23-586898 	 	 	 load_check 
 
/tmp/SB3-2021-08-03-16-06-36-417396 	 	 	 load_check 
 
/tmp/SB3-2021-08-03-16-15-53-792207 	 	 	 load_check 
 
/tmp/SB3-2021-08-03-16-17-02-584941 	 	 	 load_check 
 
tb_log/PPO_112 	 	 	 load_check 
 
tb_log/PPO_112 	 	 	 load_check 
 
tb_log/PPO_112 	 	 	 load_check 
 
tb_log/PPO_113 	 	 	 verify_eps32_simple_gn_km_re 
 
tb_log/PPO_114 	 	 	 verify_eps32_simple_gn2_km 
 
tb_log/PPO_115 	 	 	 verify_eps32_simple_gn_km_clip_vf_02 
 
tb_log/PPO_116 	 	 	 verify_eps32_simple_gn2_km_clip_vf_02 
 
tb_log/PPO_117 	 	 	 5scenes_kinematic_1M_history3_gn 
 
tb_log/PPO_118 	 	 	 5scenes_kinematic_1M_history3_gn2 
 
tb_log/PPO_119 	 	 	 10scenes_kinematic_1M_history3_gn 
 
tb_log/PPO_120 	 	 	 10scenes_kinematic_1M_history3_gn2 
 
tb_log/PPO_121 	 	 	 verify_eps64_simple_gn2_km 
 
tb_log/PPO_122 	 	 	 verify_eps64_simple_gn2_km_curriculum 
 
/tmp/SB3-2021-08-04-13-43-08-945775 	 	 	 del1 
 
/tmp/SB3-2021-08-04-13-45-20-199434 	 	 	 del1 
 
/tmp/SB3-2021-08-04-13-47-44-946307 	 	 	 del1 
 
/tmp/SB3-2021-08-04-13-48-01-316343 	 	 	 del1 
 
/tmp/SB3-2021-08-04-13-48-04-745050 	 	 	 del2 
 
/tmp/SB3-2021-08-04-13-50-24-685060 	 	 	 del3 
 
/tmp/SB3-2021-08-04-13-50-28-389964 	 	 	 del1 
 
/tmp/SB3-2021-08-04-13-50-31-083661 	 	 	 del2 
 
tb_log/PPO_123 	 	 	 42scenes_kinematic_1M_history3_gn2 
 
tb_log/PPO_124 	 	 	 42scenes_kinematic_1M_history5_gn2 
 
